Contig	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
KW1-S08__k141_5133696	1.3459973	1.8924695	0.46947083	8.209973	3.9280868	3.1909769	1.8161465
KW1-S15__k141_5567593	0.24428643	0.07110208	0.7308278	1.0589131	0.234129	3.0924327	0.72371763
KW1-S21__k141_5662876	3.4838479	4.9576454	6.034099	5.201723	6.4106245	10.021895	9.2821245
KW1-S11__k141_7195973	1.247612	2.7070782	2.2750428	2.0350232	2.844722	2.357825	2.4646094
KW1-S05__k141_7061185	1.5741128	0.29227558	2.2463465	1.7536534	0.3736952	1.1691023	2.192067
KW1-S11__k141_5108739	19.50322	18.343233	17.931143	41.44691	24.274508	32.18318	27.246977
KW1-S05__k141_1232290	5.5842795	6.380041	6.4361553	10.790356	11.646665	8.225322	8.239701
A5-S04__k141_2041648	0.14198783	2.5547667	0.28397566	0.14198783	0	0	0
KW1-S15__k141_296076	1.049672	1.7019682	0.38519213	1.4432989	1.049672	1.8275539	1.574508
A5-S04__k141_4258915	13.348259	17.50083	17.449419	18.199005	10.864842	17.035656	23.006634
A5-S03__k141_2531691	4.0908985	4.3553834	3.7019703	3.965752	3.00129	3.7378607	4.08738
KW1-S15__k141_5566025	1.6408451	2.680332	2.5882797	6.066901	6.8946176	5.259054	4.2037225
KW1-S08__k141_1466512	1.411131	2.2324955	0.502693	1.6885098	0.95870733	1.9847397	0.62836623
KW1-S11__k141_3414063	2.5009804	3.2813725	1.7843137	3.4843137	4.8656864	3.5480392	2.542157
KW1-S05__k141_9618574	21.993456	25.93531	26.24002	40.85117	32.36415	25.801006	28.201366
KW1-S11__k141_6247757	0.81734776	0.92160136	0.3502919	0.32193494	3.6997497	0.85821515	0.5129274
KW1-S15__k141_5903989	1.9088099	1.7465224	0.9659969	4.1287994	3.6759403	5.1916537	2.6687274
KW1-S08__k141_6090810	1.3796602	1.6191599	1.524068	3.3341198	2.0596979	2.3586597	1.7182634
KW1-S05__k141_2846413	8.90884	10.757827	11.755985	11.792818	7.7826886	10.003683	9.898711
A5-S03__k141_6906681	2.0607798	0.48165137	0.32110092	0.71100914	0.26490825	0.119266056	0.7167431
A5-S04__k141_321819	0.3265306	1.7755102	1.3877552	2.3230321	0.81632656	0.5650146	1.1352769
KW1-S21__k141_2379884	0.60650975	0.9357745	1.5204883	3.26068	2.3385644	2.7651846	3.9453647
KW1-S21__k141_5146238	2.1084337	6.3998494	4.455572	5.61747	4.951054	4.6664157	4.97741
KW1-S15__k141_9057624	3.80391	1.6569905	4.0313983	5.773697	5.2932463	6.4911137	4.7156396
KW1-S11__k141_4974183	3.730545	5.8029547	2.7434456	8.293175	8.076155	6.904078	5.3687057
KW1-S21__k141_9679968	0.45602605	1.237785	0.18729642	0.54153097	0.6913681	0.6359935	1.7459283
KW1-S21__k141_5854115	1.4861228	3.6391926	3.3759463	2.079058	2.6316233	2.6761985	4.61312
A5-S04__k141_2147705	0.43568465	1.4221991	0.3526971	0.5975104	0.5809129	0.8319502	0.13589212
A5-S04__k141_4410814	1.1788256	3.6252224	2.667927	2.2700179	2.2682385	1.7226423	1.9150356
A5-S03__k141_1575572	15.098025	21.221186	21.714184	20.267864	16.859245	27.512747	25.984201
A5-S04__k141_3437483	0.42769858	2.021385	0.30448064	0.27698573	0	0.40325865	0.49796334
A5-S04__k141_8065173	1.3342929	5.329255	1.4776899	1.6577905	0.8801727	1.8870097	1.7222022
KW1-S08__k141_6921819	0.15118791	0.90712744	2.338013	3.3412528	2.0323975	1.5550756	2.100432
KW1-S08__k141_5103561	2.373741	3.9575539	4.7028775	4.2618704	0.91834533	1.557554	2.26259
KW1-S15__k141_8211913	2.6463053	2.0374384	2.2068965	1.5665025	1.706404	5.107389	2.587192
KW1-S05__k141_811093	5.2070303	9.34169	8.25433	8.400362	6.430085	10.376066	9.38046
KW1-S08__k141_9267926	7.991921	8.513465	9.467684	22.346498	11.96948	11.528726	11.409336
KW1-S05__k141_2523143	0.5942275	2.7368422	2.2606113	1.3582343	1.516129	2.3955858	1.7368422
KW1-S11__k141_7995083	9.049716	15.226439	14.094812	22.15242	18.637342	21.415825	22.194305
KW1-S08__k141_2670206	0.28521374	0.78486335	0.5416959	2.7274	0.78486335	0.39243168	0.43307638
KW1-S05__k141_1681805	0.50641024	0.80860806	1.3315018	0.25641027	0.49542123	1.5741758	1.0915751
KW1-S15__k141_2382189	3.1994467	2.7576764	3.2224066	1.2946059	0.88713694	3.3302906	2.1087136
A5-S03__k141_922196	2.4820063	4.2847505	2.1153846	2.3290598	2.9050832	3.3238866	3.2642825
A5-S04__k141_3689495	3.877082	4.534012	3.0763109	8.026832	9.939198	6.9512596	5.3735127
A5-S03__k141_5150159	2.1692588	1.5800549	1.1747484	1.1939616	0.34492224	0.42360476	0.80786824
KW1-S08__k141_3724293	0.40965617	1.2509145	0.85003656	1.9202634	0.97878563	0.51207024	1.0716898
A5-S04__k141_8700698	0.8047988	2.1364658	1.0819795	0.7698076	1.8187953	1.211947	1.1449637
KW1-S08__k141_2336021	11.396323	21.47293	24.023493	26.484167	16.236977	22.023493	17.983656
A5-S04__k141_7656546	7.0031524	7.4640603	6.7859397	7.6516395	4.3240857	7.9215007	8.878941
KW1-S08__k141_756958	2.9695907	9.929825	8.106433	7.021053	4.920468	4.133333	5.5263157
A5-S03__k141_4867762	35.057606	81.22039	68.77273	60.232075	46.31695	74.228516	73.83075
KW1-S21__k141_9924513	1.3261163	1.2200271	1.8473613	2.8971584	2.2690122	3.2993233	3.562923
KW1-S21__k141_1737291	0.77951	0.28619152	1.2149221	1.247216	1.3452116	1.8708241	1.6603564
A5-S03__k141_2554525	4.004304	0.90387374	0.77259684	0.5021521	0.30129126	0.043758966	0.6025825
A5-S04__k141_6361431	0.25830257	1.5618081	0.26199263	0.8357934	0.5682657	0.51660514	0.38376385
KW1-S08__k141_10242166	8.028192	6.868924	6.656513	14.782081	7.0891123	12.538723	11.109041
KW1-S15__k141_7776149	0.44491526	1.2605932	1.0768008	0.074152544	0.68114406	1.335805	1.4253178
KW1-S15__k141_5132318	1.5097402	3.2227273	2.1785715	1.9311688	0.47337663	5.8324676	0.64935064
KW1-S21__k141_9152821	1.5360092	1.7486238	2.041055	5.844954	3.1233945	5.20344	4.9490824
KW1-S05__k141_8873392	0.24495412	0.4880734	1.5550458	0.23302752	0.12844037	0.3853211	0.43761468
KW1-S15__k141_4892741	0.8716814	0.44026548	0.8259587	2.303835	0.61946905	3.4705014	2.307522
A5-S03__k141_159014	4.8031864	2.9137254	3.2517157	3.682108	4.3061275	4.483578	3.2769608
KW1-S11__k141_5659510	1.2981745	3.4050999	1.8661257	3.2842655	4.702985	3.7629673	4.094755
KW1-S08__k141_534039	1.6049383	0.67724866	1.1305115	2.5458553	1.388007	1.313933	1.3544973
KW1-S05__k141_4178182	1.1193603	1.2438606	2.6990292	0.8189606	0.6402056	1.274129	1.1193603
KW1-S11__k141_752664	1.9491111	2.5171669	1.8668046	4.464114	4.2078824	3.145894	3.8020883
A5-S03__k141_460808	4.93399	0.9674877	4.383251	2.0433497	0.90935963	1.5802956	2.7261083
A5-S04__k141_3769960	0.82906383	1.5817419	1.3134606	0.8723801	1.0530974	0.5216581	0.26082906
A5-S03__k141_8177026	1.385979	0.6946011	0.53585815	1.540693	1.4157937	1.7429492	1.8267527
KW1-S15__k141_3385070	2.559799	1.9802345	2.400335	2.4030151	1.2867671	4.470687	2.4053602
KW1-S11__k141_6249767	3.5088623	4.2721553	4.0177245	3.5528874	4.470555	3.8473413	3.8399086
KW1-S21__k141_3934107	1.1382114	0.98644984	1.4880759	2.0224931	1.403794	1.9349593	2.5869918
KW1-S21__k141_2077554	1.2127814	1.8046478	1.016703	1.6899056	1.4938271	1.016703	2.9135802
KW1-S05__k141_3194524	11.716288	14.130473	14.492994	11.448337	7.0823116	9.109457	12.608582
KW1-S11__k141_7332797	1.5256411	0.8869464	0.44522145	1.2762238	2.5466201	0	2
KW1-S21__k141_4714321	2.671628	3.984496	2.975504	4.619845	2.9894574	7.3231006	6.194729
KW1-S15__k141_10006718	0	0	0	0.3004535	0.47619048	1.978458	0.47619048
KW1-S08__k141_5670530	4.2603755	5.287025	3.054609	8.343819	5.8588905	7.8545218	5.720839
KW1-S21__k141_1523896	9.6257515	15.66269	14.955894	24.62657	24.936848	20.810062	21.69814
KW1-S08__k141_7818237	0.6363636	0.36363637	0.36363637	5.5155845	1.1792208	0.25324675	1.3610389
KW1-S15__k141_4833757	0.33785376	2.3885612	0.4840802	1.8160378	2.287736	4.869104	1.639151
A5-S03__k141_1883130	2.7574143	1.3307985	0.89391637	1.531559	1.1019012	1.3509506	1.5220532
KW1-S15__k141_6522258	0.1390268	0.69513404	0.3535253	0.41708043	0.5561072	1.7239325	0.83416086
A5-S03__k141_623522	2.4121122	1.633678	0.62038404	0.8271787	0.43722305	0.1366322	0.9859675
KW1-S05__k141_7562553	3.8147	10.128365	7.4803314	2.5962732	1.3706005	3.6231885	3.353002
KW1-S15__k141_2417967	1.3256917	1.3205533	1.127668	1.4482213	1.5434783	2.8189723	2.4027667
KW1-S15__k141_4226275	0.3501459	0.7586494	1.0683618	0.8582743	0.77032095	1.9533138	1.2255106
A5-S03__k141_1276909	36.750343	31.88815	31.77469	29.505972	20.274	37.425358	34.897564
A5-S04__k141_2823633	16.521038	22.598177	18.532259	28.860449	28.97826	26.234922	26.964937
KW1-S21__k141_4996344	1.738215	3.3912632	3.1942174	1.4959146	1.8478944	2.103394	2.8340666
KW1-S05__k141_6018065	5.837443	3.4365296	10.957991	5.473059	5.8045664	1.4648402	2.2347033
KW1-S21__k141_2877270	0.34653464	1.1262376	0.35024753	3.0061882	1.2425742	0.947401	2.496287
KW1-S21__k141_149186	2.648836	2.1579757	2.1639407	3.5913026	3.005965	2.6370983	4.133346
KW1-S11__k141_730184	3.8281975	4.8731933	5.007499	5.689392	3.8491955	5.6850286	4.554677
KW1-S21__k141_10072817	0.08966695	0.23911187	0	0.3116994	0.119555935	0.23911187	0.7173356
KW1-S21__k141_4471838	0	0.2834008	0.050607286	0.69939274	0	0.33805668	1.7004049
KW1-S21__k141_8654844	0.33626944	0.28549224	0.2849741	0.82901555	0	0.22642487	1.7362695
A5-S04__k141_9327369	1.3236282	2.849944	1.5106384	2.0347145	0.7323628	2.1052632	1.5599104
KW1-S21__k141_3855299	1.5068493	2.3972602	2.8610568	3.146771	1.9863014	1.8928572	4.4099803
A5-S03__k141_3895381	4.6602497	4.076483	3.044745	4.0026016	3.8199792	5.254943	4.873049
KW1-S05__k141_2866584	0.43377227	1.154144	3.4887683	1.7350891	0.6506584	0.43377227	1.5182029
A5-S04__k141_97704	7.966179	15.1080265	11.437657	12.17264	6.3770823	9.116103	11.758203
KW1-S11__k141_5859118	1.0295082	1.247541	2.180328	1.0188525	2.4008198	1.8360655	1.4918033
KW1-S05__k141_2700747	1.948468	1.1208217	2.5574512	0.87743735	1.8370473	1.4623955	1.8523676
KW1-S11__k141_8406690	6.8826184	7.2039127	7.150489	17.724606	14.575621	9.7629795	12.776524
KW1-S08__k141_10683030	0.6542056	0.37383178	0.6742323	3.3891857	0.5080107	0.63084114	0.6849132
KW1-S08__k141_8399794	0.864101	0.41791943	0.828623	1.9242333	0.2778112	0.5051112	0.58929646
KW1-S08__k141_10164045	140.21428	246.41637	186.29376	271.23096	200.04036	249.80824	271.02673
KW1-S21__k141_1329984	4.7133193	3.582692	3.9430838	12.801959	12.233963	13.951948	12.248192
KW1-S15__k141_7854712	5.0840163	13.16569	10.150176	9.11212	6.9241805	11.685305	10.85363
KW1-S21__k141_2849480	0.49669603	0.30837005	1.5	1.2555066	0.69162995	1.4151982	2.8337004
KW1-S21__k141_5477588	2.3506637	4.082748	3.459953	4.4477754	3.442623	5.291647	5.803435
KW1-S08__k141_9862857	2.8154666	2.3509333	2.4506667	7.9184	3.1589334	5.2416	4.6885333
KW1-S15__k141_3161794	2.979887	3.5383213	3.5993798	6.059164	6.5760446	6.534552	4.990111
A5-S03__k141_7852954	1.5108359	0.43343654	0	0	1.007224	1.7337462	1.2641898
A5-S04__k141_3210851	2.3917644	2.9914212	1.014584	1.386903	0.59193593	1.6505576	0.75264513
KW1-S05__k141_8262900	0.28056112	0.14028056	0.7014028	0.28056112	0.28056112	0.28056112	0.14028056
A5-S04__k141_8242956	0.27880183	2.845622	1.2258065	2.2852535	0.9677419	1.2986175	0.9543779
KW1-S05__k141_5088021	0.34653464	0	1.5915842	0	0.2310231	0.2310231	0.22854786
KW1-S15__k141_9962411	1.9027867	1.749838	1.8697343	1.8775114	2.449773	4.773817	2.6791964
A5-S03__k141_523384	6.0719485	17.307747	14.113909	4.6399646	7.539906	6.948298	8.397418
KW1-S15__k141_7686727	0.8248731	0.6497462	1.0659899	1.2732656	0.47292724	1.2783418	1.1844332
KW1-S21__k141_6610995	2.686201	4.2967615	5.6636057	5.3041325	3.488521	4.9266553	6.141977
KW1-S11__k141_6353731	1.8543047	1.5402081	1.4465468	2.8344371	3.6490066	1.4569536	3.2582781
A5-S04__k141_2751462	1.9649123	1.7493734	1.8922306	1.3162907	2.1433585	0.7568922	1.2631578
KW1-S08__k141_589692	2.4769948	1.806943	2.1602073	5.770259	2.3491192	3.9475648	4.320829
KW1-S21__k141_6916746	3	6.3976035	6.171024	6.7429194	10.293028	8.645969	10.164488
KW1-S08__k141_11171655	6.5548472	6.230795	4.6427374	16.197584	13.533378	15.756793	12.583362
KW1-S08__k141_634571	3.2941177	6.705098	6.800392	9.668628	5.545098	6.5866666	6.664314
KW1-S11__k141_732481	0.71875	0.5949074	0.5810185	0.787037	1.9791666	1.9282408	0.7141204
KW1-S21__k141_4241624	0	0.38251367	0.5100182	0.38251367	1.0482696	0.66484517	1.2823315
KW1-S05__k141_2230838	4.2618585	2.8288488	4.55423	1.8238558	0.73675454	2.010541	2.3159502
A5-S03__k141_1248352	4.246532	0.76166457	0.93883985	1.3776797	0.08953342	0.35308954	0.46027744
KW1-S05__k141_2607582	7.4753156	8.486796	12.828932	16.458094	11.850746	14.010333	13.36969
A5-S03__k141_1278176	2.4093568	3.1133041	2.3274853	3.8143275	3.625731	3.1067252	4.0263157
KW1-S11__k141_6739707	4.888466	5.84152	5.6096005	9.25612	12.163185	4.821406	7.070309
KW1-S08__k141_7090289	1.0439105	4.1516156	2.3736537	4.8351283	3.5691798	3.1317315	4.2079535
KW1-S15__k141_5242704	0.4437401	0.8874802	0.33280507	1.3312203	1.1093502	1.8993661	1.1093502
KW1-S15__k141_9793537	1.5325391	2.9994485	1.4924995	4.9006176	4.3184423	6.922347	3.7921906
KW1-S08__k141_4765084	2.5685077	4.1158595	4.2484736	4.4130344	4.4086328	7.4295044	4.5240664
KW1-S15__k141_8532716	0.54812205	0.74178404	0.57276994	0.16431925	0.41314554	1.4307512	1.0985916
KW1-S08__k141_5821890	1.87473	4.912311	3.361123	5.0220304	5.000864	3.4038877	3.5416846
KW1-S11__k141_433710	0.8774432	1.020074	0.48652932	1.6566297	2.2768092	2.7427363	0.85736924
A5-S04__k141_250137	1.4014815	3.485926	0.47925925	0.94814813	0.6718519	1.3118519	0.9866667
A5-S03__k141_245293	1.2882534	0.32457495	0.32457495	0.67233384	0.8044822	0.9737249	0.6491499
KW1-S08__k141_977747	0.8265362	1.1234367	0.50135946	3.411093	2.3235455	1.4932028	1.2941816
KW1-S15__k141_9089145	8.212908	5.9624586	5.376345	7.7569985	6.147394	7.875706	7.420793
KW1-S08__k141_2567487	0.6076174	0.124003544	0.48272806	2.622675	1.4827281	1.9530559	1.612046
KW1-S15__k141_2677385	0.68849	0.7687434	2.002112	0.8870116	0.280887	1.5248152	0.5913411
KW1-S11__k141_7334737	3.9795778	5.4045434	2.248738	9.039009	6.2886643	5.962827	5.3065624
KW1-S08__k141_8606528	2.789418	2.0155244	1.791319	6.0548105	3.1792164	4.073503	4.769247
A5-S04__k141_9723025	3.7525294	4.9302707	3.9250753	7.0489473	6.6045938	4.4533772	5.4872847
A5-S03__k141_6667941	4.524922	0.7266355	0.85436136	0.59423673	0.4073209	1.0638629	0.3271028
KW1-S08__k141_3720923	0.78163135	0.35966602	0.44958252	2.1701992	0.34168273	0.1701991	0.53949904
KW1-S05__k141_5118364	11.996082	19.439175	18.054434	24.401855	23.254639	21.632578	24.305567
KW1-S21__k141_2489928	10.08121	5.138535	7.73965	8.049363	11.694267	13.921974	11.421179
KW1-S05__k141_3595109	3.5908086	4.4611497	5.3085914	2.1266582	1.0391661	2.7749527	2.5690145
KW1-S11__k141_6427358	0.625	0.46875	0.78125	0.625	1.0837053	0.15625	0.4654018
KW1-S05__k141_2417838	0.97322834	1.3469816	1.9742782	0.59632546	0.71653545	0.82624674	0.9212598
A5-S04__k141_8136922	5.5938735	17.727272	17.917984	9.802372	11.937747	13.02668	16.04249
KW1-S15__k141_9476168	1.6219491	1.4970604	1.8631748	2.8587208	3.7288437	5.6570463	2.4630322
KW1-S08__k141_4752214	1.0830116	0.753861	1.0096525	1.6303089	0.6081081	0.27027026	1.1602317
A5-S03__k141_2817756	2.6513515	0.74684685	1.6009009	2.4135134	0.8378378	2.4396396	1.7720721
KW1-S11__k141_6871763	9.334783	9.978261	9.348913	21.563044	27.715218	21.851088	21.747826
KW1-S15__k141_3053867	8.516554	17.013172	13.781773	19.50089	18.768957	18.490566	17.915985
A5-S04__k141_2739804	29.771894	40.332874	35.6348	52.246445	36.918156	42.500916	44.44475
A5-S03__k141_1254259	4.2232103	1.310248	2.93168	1.3757604	0.8507253	2.22555	1.310248
A5-S03__k141_4979559	2.7848532	0.92241114	1.4333849	1.9588872	1.634003	1.5959815	2.3802164
KW1-S21__k141_375878	1.3479213	1.0043764	1.7789935	1.7833698	2.1105032	1.2943107	3.580963
KW1-S21__k141_7218847	0.33293697	1.5814507	0.5802616	0.79488707	0.24970274	0.81688464	4.0802617
KW1-S15__k141_9219655	0	0.15086207	0	0	0	0.9094828	0.15086207
KW1-S21__k141_7648920	0.66879565	0.38321167	0.47354016	0.479927	0	0.8640511	1.6861314
A5-S04__k141_4455851	4.3361344	9.835952	4.6350017	3.0690536	3.5984654	4.1943736	5.0869565
KW1-S11__k141_7209430	2.7194617	1.347481	2.6963422	4.989993	5.8388543	4.2926154	3.4216702
KW1-S05__k141_4407450	0.7821229	0.39106146	2.618715	0.19553073	0.22905028	0	0.096368715
A5-S04__k141_9023602	1.1771545	2.640219	0.9103967	1.0294118	1.0984952	1.1443229	1.3406292
KW1-S21__k141_6396306	0.46146852	1.2089111	1.3694022	2.3417823	2.1320755	1.1380996	3.2942715
KW1-S15__k141_9672279	1.6431925	3.613263	2.629108	4.1467137	4.0258217	7.9407277	7.1056337
KW1-S15__k141_226405	0.31284916	0.31284916	0.15642458	0.31284916	0.41005588	0.38547486	0.27150837
KW1-S15__k141_1733918	0.47661078	0.37069726	0.66019416	1.3971757	0.89320385	2.1924095	1.4986761
KW1-S15__k141_3801622	0.6586207	0.84236455	1.9748769	1.4004927	1.3635468	3.4073892	2.7906404
KW1-S11__k141_4613002	0.15730338	1.258427	0.78651685	0.19662921	0.7022472	1.2539326	0.8
A5-S04__k141_3594414	5.1904483	4.882353	3.2300525	5.520093	6.8677926	4.6045427	5.301689
A5-S03__k141_7049485	2.6527653	0.66636443	0.73526746	1.0063463	1.4904805	1.130553	1.1795105
KW1-S11__k141_2605253	1.2571899	0.92029583	0.51930976	0.8052588	1.7633525	0.71076417	0.40838125
KW1-S08__k141_3969904	5.155477	2.9978797	5.7561836	11.822615	4.4579506	8.29682	7.842403
KW1-S08__k141_7664097	5.1615095	5.730566	6.784151	5.787925	3.3328302	5.4739623	6.4450316
A5-S04__k141_8109389	0.90245974	2.7750635	1.3757422	2.7307887	2.7399492	1.6771841	3.0410516
KW1-S21__k141_4583306	10.790345	15.976821	12.54357	26.54723	27.15406	27.86023	24.528233
KW1-S15__k141_5022294	0.8692767	0.81220967	0.42070338	2.4578633	0.9913736	2.4419377	1.8560053
A5-S04__k141_1150571	8.345747	10.524946	10.206016	11.335482	11.471154	13.916448	8.976605
KW1-S08__k141_1517704	1.0472857	1.2192857	1.036	3.257	1.8722857	2.2682858	2.6648571
KW1-S08__k141_8707641	5.1842437	6.931194	5.816417	10.481101	4.979809	9.905234	10.953849
KW1-S21__k141_10561862	1.3451986	1.5976821	1.0024835	1.0645696	0.9163907	0.7798013	2.1407285
KW1-S21__k141_4106034	0.46804327	1.774828	1.1032448	0.64405113	0.99311703	1.2654867	2.2340217
KW1-S21__k141_6195036	0.68085104	1.1993921	0.68085104	1.1793313	0.76352584	1.725228	2.5361702
A5-S04__k141_9915771	1.2955465	2.3481781	2.3481781	0.8079815	0.7478311	1.7813765	1.2076344
KW1-S15__k141_6716253	1.5691864	2.1757782	1.7211614	1.2440492	1.4794664	3.1603453	1.8059115
KW1-S08__k141_2715045	0.44574097	0.52450407	0.42007002	1.9614936	0.25495917	0.7467911	0.4830805
KW1-S21__k141_9297290	0.42223573	0.17010936	0.08505468	0.08505468	0	0.59538275	1.1761847
KW1-S05__k141_1514162	2.3608768	2.1247892	1.989882	2.3608768	2.4688027	2.6686342	0.5902192
A5-S04__k141_5102922	1.8575608	3.5425293	2.2851036	3.1215122	3.8145814	2.890639	3.3780377
KW1-S08__k141_4989368	0	0	0.14583333	2.546875	0.4375	0.7291667	0.29166666
KW1-S21__k141_8262723	1.3368421	2.6404858	1.7740891	3.731984	2.020243	2.0566802	3.0906882
A5-S04__k141_8420508	1.2486064	4.812709	0.6243032	0.46822742	1.845039	1.4046823	2.1850612
KW1-S15__k141_1274229	3.555358	4.940418	4.050689	5.0266786	6.3548245	8.293019	5.571365
KW1-S05__k141_4041060	6.9737864	18.157282	17.201942	10.716828	8.404855	12.11165	12.43301
KW1-S11__k141_8372988	13.876533	33.673634	25.780657	23.43952	23.145763	30.076923	29.384336
KW1-S15__k141_7609837	2.2183807	2.985558	2.9225383	2.9763677	2.729978	5.369803	3.5041575
KW1-S15__k141_6329569	2.2769883	1.7118235	2.473541	3.6567886	1.7568793	5.221349	2.8976414
A5-S03__k141_1315193	30.345814	62.065968	53.409657	55.058327	52.044323	57.023716	59.452328
KW1-S08__k141_5281334	2.5229268	4.489756	4.0156097	4.8643904	4.332683	5.707317	6.142439
KW1-S15__k141_10301383	0.49335864	0.62713474	0.87096775	1.1375712	1.8121442	1.9117647	1.7988615
KW1-S15__k141_8280449	4.3827004	3.9553144	5.284392	4.0955954	2.5314395	5.1766677	3.7998724
KW1-S05__k141_963591	0	0.41666666	1.707176	0	0.32407406	0.8900463	0.38425925
KW1-S15__k141_6280333	1.416502	1.1205534	1.2327075	3.7890315	2.2381423	4.0167985	2.73666
KW1-S15__k141_9694343	0	0.097357444	0.38942978	0.19471489	0	2.037552	0.38942978
A5-S04__k141_3567231	3.211039	4.6060605	2.922078	2.8300865	3.8333333	4.412338	6.1406927
KW1-S08__k141_9801665	0.64279157	0.7222222	1.7355372	3.9426079	1.4784206	4.315427	1.8865932
KW1-S21__k141_3103270	2.2361112	2.379861	1.2076389	2.711111	3.1944444	2.5173612	3.6388888
A5-S04__k141_9941488	1.893326	2.415755	2.1274617	1.4305252	1.1794311	1.761488	2.2653172
KW1-S08__k141_5662621	0.6787257	0.30237582	0.5264579	2.725162	0.9703024	1.8023758	0.45356372
KW1-S08__k141_2864065	1.051458	1.7141224	0.6403659	5.8799314	3.1309319	2.0017152	1.9085191
KW1-S15__k141_7981413	3.1453106	2.751778	2.7782102	4.842077	4.432175	4.9439154	3.4510934
KW1-S15__k141_9577994	3.1026094	5.5923414	5.1663165	7.9702473	3.4051168	8.719959	7.325415
KW1-S05__k141_9134415	0.5652174	0.7770583	1.5744681	1.452359	1.8196114	2.561517	0.9666975
KW1-S08__k141_3048607	1.8834196	3.4455957	2.3742347	8.283915	4.4652615	5.647315	5.3007536
A5-S03__k141_283186	1.358006	0.21148036	0.42296073	0.71601206	0.6344411	0.5287009	0.6344411
KW1-S15__k141_7184606	0.49370408	0.4590766	0.3488982	0.14913431	0.11424449	6.1045384	0.22035676
KW1-S21__k141_514003	0	0.19787987	0.19646643	0.6416961	0.09893993	0	1.1971731
KW1-S15__k141_1837575	0.6626099	0.943881	0.5679513	2.082488	0.7444219	2.1757944	2.077079
A5-S04__k141_3437203	0.75523204	2.1046405	0.2920837	1.2738854	2.2929935	1.6314832	1.0919018
KW1-S15__k141_1137467	0.3181818	0	0.3181818	0.6602273	1.209091	3.2886364	1.4954545
A5-S04__k141_9810850	0.65829146	1.917588	1.5819095	1.5366834	0.42211056	0.36582914	0.94673365
